file_name	vulnerability	severity	CWE/CVE/NEW	code_snippet
stillnessinthestorm.com.js	Improper Input Validation in Range Header Handling	Medium	CWE-20	var pos = Number(/^bytes\=(\d+)\-$/g.exec(event.request.headers.get('range'))[1]);
stillnessinthestorm.com.js	Improper URL Validation Leading to DoS	Medium	CWE-20	if (new URL(e.request.url).Origin !== location.origin) return;
iransite.com.js	Excessive Cache Usage Leading to Storage Exhaustion	Medium	CWE-400	cache.addAll(['/']);
cuetsamarth.co.in.js	Improper Validation of Push Subscription Keys	High	CWE-312	const applicationServerKey: options.vapid_public_key
cuetsamarth.co.in.js	Exposure of Push Subscription Keys in API Requests	High	CWE-312	body: JSON.stringify({ domain, token, url: url, endpoint: newSubscription.endpoint, auth: newSubscription.keys.auth, p256dh: newSubscription.keys.p256dh })
cuetsamarth.co.in.js	Open Redirect via Unvalidated Notification URL	Medium	CWE-601	clients.openWindow(targetUrl);
cuetsamarth.co.in.js	Insecure Handling of Notification Payload Data	Medium	CWE-20	const payload = JSON.parse(event.data.json().data.notification);
cuetsamarth.co.in.js	Insecure Storage of Sensitive Data in IndexedDB	High	CWE-311	const request = objectStore.put({ id: key, data: value });
anyrecover.com.js	Open Redirect via Untrusted Notification Data	Medium	CWE-601	if (jumpUrl && /^https?:\/\//.test(jumpUrl)) { afterCallback = function () { clients.openWindow(jumpUrl); }; }
anyrecover.com.js	Insufficient Input Validation in JSON Parsing	Low	CWE-20	function parseJSON(text) { var data = {}; if ('string' === typeof text) { try { data = JSON.parse(text); if ('object' !== typeof data) { data = {}; } } catch (e) { logConsoleError(e); } } else if ('object' === typeof text) { data = text; } return data; }
anyrecover.com.js	CORS Bypass via No-CORS Fetch Request	Medium	CWE-918	var buildRequest = new Request(request, { mode: 'no-cors', headers: { 'Content-Type': 'application/x-www-form-urlencoded; charset=UTF-8' } }); fetch(buildRequest);
continental.com.ar.js	Hardcoded Sensitive Information	High	CWE-798	const FIREBASE_SETTINGS = { \'appConfig\': { \'apiKey\': \'AIzaSyD6IIwmKc2cpxXvGkeBVnD0iw9c7PjxWGM\', \'authDomain\': \'radiocontinental.firebaseapp.com\', \'projectId\': \'radiocontinental\', \'storageBucket\': \'radiocontinental.appspot.com\', \'messagingSenderId\': \'1012549902688\', \'appId\': \'1:1012549902688:web:c755fb4e2d37da6f723e05\', \'measurementId\': \'G-QXEMKZSQDJ\' }, \'vapidPublicKey\': \'BLosBtoo1I1zwB339MtBaPrF6AJdsljJw090k6BnPY5AY3JlWvl1V1O029Ip1TwoazIRNo8Up_L0nQVfinTjA2I\' };
continental.com.ar.js	Open Redirect via Unvalidated Input	Medium	CWE-601	if (/^https?:/.test(e.action)) { await e.waitUntil(Promise.all([clients.openWindow(e.action), ...(id ? [fetch(`/api/v1/push-notification/${id}/track?event=action`, { method: 'POST' }).catch(err => {})]: []), ...(e.notification.data.deviceInstanceId ? [fetch(`/api/v1/device-instance/${e.notification.data.deviceInstanceId}/track?event=action`, { method: 'POST' }).catch(err => {})]: [])])); }
continental.com.ar.js	Exposure of Error Details	Medium	CWE-200	fetch(`/api/v1/push-notification/error`, { method: 'POST', headers: { 'Content-Type': 'application/json' }, body: JSON.stringify({ message: err && err.message, stack: err && err.stack }) });
dstu.education.js	Open Redirect via Unvalidated URL in Notification Click Handler	Medium	CWE-602	self.addEventListener('notificationclick'
cineworld.com.js	Improper Input Validation	Medium	CWE-20	self.addEventListener('message', function (event) { airshipConfig = event.data; setupUA(); });
minascap.com.js	Outdated Firebase SDK with Known Vulnerability	High	CVE-2020-16155	importScripts('https://www.gstatic.com/firebasejs/7.5.0/firebase-app.js');importScripts('https://www.gstatic.com/firebasejs/7.5.0/firebase-messaging.js');
minascap.com.js	Excessive Logging of Sensitive Data	Medium	New	reporters: { console: [{ module: 'good-squeeze'
popstroke.com.js	Server Side Request Forgery (SSRF)	High	CWE-918	const baseUrl = new URL(data.base, swScope.origin);
politico.mx.js	External Code Execution via Compromised CDN	High	CWE-434	importScripts(\'https://cdn.politico.mx/sw/sw.js\');
capital.ua.js	Use of Hard-coded Credentials	High	CWE-798	self[`appKey`] = `bd0e7e8a17ae45c7c333dec9004ef332`;
capital.ua.js	Insecure External Resource Loading	High	CWE-444	self.importScripts(`${self[`hostUrl`]}/worker.js`);
mr7bagulf.com.js	CWE-200 - Exposed API Key	High	CWE-200	const options = { firebaseConfig: { projectId: 'larapush-da0ba', messagingSenderId: '579281805738', appId: '1:579281805738:web:58364512ae39bd8b5f0bd3', apiKey: 'AIzaSyDpKRRlBOrRiCb-GqI1euSBXvuR9Dv9piQ' }, domain: 'ar.mr7bagulf.com', api_url: 'https://push.mr7bagulf.com/api/token', vapid_public_key: 'BMl29v4O07MvE7r181dBIzNWtiYpOTh03PZ1O-nSlnntWywR20XU4dTlS_XDqZ4tyWCCkqy7hpRnZswzymMyMbs' };
mr7bagulf.com.js	CWE-918 - SSRF via URL Parsing	Medium	CWE-918	function getDomainAndHostname(url) { const urlObj = new URL(url); return { hostname: urlObj.hostname }; }
mr7bagulf.com.js	CWE-601 - Unvalidated URL Redirection	Medium	CWE-601	clients.openWindow(targetUrl);
indianpharmajobs.com.js	Missing Cache Initialization	High	New	const FILES_TO_CACHE = [];
indianpharmajobs.com.js	Unhandled Fetch Requests	High	New	self.addEventListener('fetch', evt => {});
optimy.app.js	Cache Poisoning	High	New	const cache = yield this.cache; yield cache.put(req, res.clone());
optimy.app.js	Insecure Hash Validation	Medium	CWE-327	const fetchedHash = sha1Binary(yield networkResult.clone().arrayBuffer());
optimy.app.js	Improper URL Validation	Medium	CWE-601	const url = this.getConfigUrl(req.url);
optimy.app.js	Information Exposure Through Debug Logs	Medium	CWE-200	this.debugger.log(`Ignoring invalid request: 'only-if-cached' can be set only with 'same-origin' mode`, `Driver.fetch(${req.url}, cache: ${req.cache}, mode: ${req.mode})`);
optimy.app.js	Insecure Notification Handling	Medium	CWE-79	yield this.scope.registration.showNotification(desc['title'], options);
artrabbit.com.js	Undefined Function Reference	High	New	self.addEventListener('fetch', function (event) { event.respondWith(checkResponse(event.request).catch(function () { return returnFromCache(event.request); })); });
artrabbit.com.js	String Instead of Variable for Cache Name	Medium	New	return caches.open('cacheName').then(function (cache) { return cache.match(request).then(function (matching) { if (!matching || matching.status == 404) { return cache.match('/errors/404.html'); } else { return matching; } }); }).catch(err => {});
3isk.family.js	Client-Side Offline Detection Bypass	Medium	New	Code Snippet:  if (navigator.onLine === false) {
comvv.net.js	Open Redirect via Notification Click	High	CWE-601	self.clients.openWindow(null == e ? void 0 : null === (r = e.notification) || void 0 === r ? void 0 : null === (o = r.data) || void 0 === o ? void 0 : o.url);
comvv.net.js	Insecure Client Data Handling	Medium	CWE-200	self._client_data = e.data.data;
futboltv.info.js	Overly Permissive Cache Route for JS/CSS	High	New	registerRoute(/^.*(js|css)$/, new StaleWhileRevalidate({ cacheName: `${CACHE_PREFIX}-externalAssets`, plugins: [new ExpirationPlugin({ maxEntries: 20 }), new CacheableResponsePlugin({ statuses: [200] })], matchOptions: { ignoreSearch: true } }));
inqaku.com.js	Open Redirect	High	CWE-601	clientList[0].navigate('https://inqaku.com' + event.notification.data.foo);
inqaku.com.js	Insecure Caching of Non-HTTP URLs	High	New	if (!event.request.url.startsWith('http')) { event.waitUntil(addToCache(event.request)); }
kvhbuldhana.org.js	Exposure of Sensitive Information (Firebase API Key)	High	CWE-532	const firebaseConfig: { projectId: 'bageshwar-dham-9d554', messagingSenderId: '390915174183', appId: '1:390915174183:web:169f3b4d4e0dee3a22c302', apiKey: 'AIzaSyDf4aI-5_k7xDogrxlgjmsknpDtaAvr0WA' },' 
kvhbuldhana.org.js	XSS via Untrusted Notification Payload	High	CWE-79	'event.waitUntil(self.registration.showNotification(payload.title, { ...payload, data: payload, requireInteraction: requireInteraction }));
kvhbuldhana.org.js	Open Redirect in Notification Click Handler	Medium	CWE-601	clients.openWindow(targetUrl);' 
kvhbuldhana.org.js	SSRF in getDomainAndHostname Function	High	CWE-918	'const urlObj = new URL(url);
kvhbuldhana.org.js	Unencrypted Storage of Sensitive Data	Medium	CWE-311	const request = indexedDB.open('larapushDataBase', 1);'
kvhbuldhana.org.js	SSRF in fetch to Unvalidated API URL	High	CWE-918	'fetch(apiUrl);
kvhbuldhana.org.js	Improper Validation of Subscription Endpoint	Medium	New	const endpoint: newSubscription.endpoint,
lavocetorino.it.js	Improper Input Validation Leading to SSRF	Medium	CWE-918	var ve = sensor_url + '/e?site_name=www.lavocetorino.it&push_send_id=' + body.data.push_send_id + '&event_name=view';
lavocetorino.it.js	Open Redirect via Untrusted Notification Data	Medium	CWE-601	event.waitUntil(clients.openWindow(event.notification.data.url));
lavocetorino.it.js	Insecure URL Construction in Notification Click Handler	Medium	CWE-74	var vc = event.notification.data.sensor + '/e?site_name=www.lavocetorino.it&push_send_id=' + event.notification.data.push_send_id + '&event_name=click';
lv77.club.js	Cache Poisoning via Insecure Route Matching	High	CWE-113	e.registerRoute((e)=>e.pathname.includes(\'/games/allGameList\'),new e.StaleWhileRevalidate({cacheName:\'agl\',plugins:[new e.ExpirationPlugin({maxAgeSeconds:10800,maxEntries:1,purgeOnQuotaError:!0})]})\',\'GET\')
parintisipitici.ro.js	Hardcoded API Key in Client-Side Code	High	CWE-798	self.addEventListener('push', function (event) { event.waitUntil(fetch(\'https://apism.speedmeta.com/get_notification_V2/?key=QQ0RV0A0U9W25UACKT9Q\').then(function (response) { if (response.status !== 200) { throw new Error(); } return response.json().then(function (data) { if (data.error || !data.notification) { throw new Error(); } var ua = navigator.userAgent.toLowerCase(); var isMac = ua.indexOf(\'macintosh\') > -1; var title = data.notification.title; var message = data.notification.message; var icon = data.notification.icon; var image = data.notification.image; var notificationTag = data.notification.tag; var final_link = data.notification.link; var req_interaction = isMac ? false : true; return self.registration.showNotification(title, { body: message, icon: icon, image: image, tag: notificationTag, data: data, requireInteraction: req_interaction }); })); }); });
partidos-de-hoy.com.js	External Service Worker Script Import Without Integrity Check	High	CWE-434	importScripts(\'https://cdn.pushmaster-cdn.xyz/scripts/publishers/64b7c3c63d0d4d0008b7476c/service-worker.js\');
pigebook.com.js	Cache Poisoning via Unvalidated Cache Responses	Medium	CWE-922	self.addEventListener('fetch'
registroelettronico.cloud.js	Information Exposure via Console Logging	Medium	CWE-200	console.log(e.request.url);
winbuzz.world.js	XSS via Untrusted Notification Content	High	CWE-79	let notificationDetails = { actions: [{ action: \'view\', title: 'View' }], body: response.body };
winbuzz.world.js	Open Redirect via Unvalidated Notification URL	Medium	CWE-601	if (clients.openWindow) return clients.openWindow(notificationUrl);
accorarena.com.js	Improper Validation of Cache-Control Headers	Medium	CWE-20	if (res.headers.has('Cache-Control')) {
accorarena.com.js	Insecure Cache Busting Mechanism	High	CWE-327	const cacheBustReq = this.adapter.newRequest(this.cacheBust(req.url));
accorarena.com.js	Insufficient Verification of Cryptographic Hash	High	CWE-328	const fetchedHash = sha1Binary(yield response.clone().arrayBuffer());
accorarena.com.js	Improper Handling of Redirects	Medium	CWE-352	return this.fetchFromNetwork(this.adapter.newRequest(res.url)
accorarena.com.js	Insecure Use of Dynamic Code Evaluation	Low	CWE-835	const url = this.adapter.normalizeUrl(req.url);
accorarena.com.js	Improper Resource Cleanup	Medium	CWE-404	this.inFlightRequests.delete(req.url);
accorarena.com.js	Insecure Data Storage in Cache	Medium	CWE-531	yield cache.put(req
accorarena.com.js	Improper Handling of HTTP Methods	Low	CWE-259	if (req.method === 'OPTIONS') {
accorarena.com.js	Insecure Use of Dynamic Code Evaluation	Low	CWE-835	const request = this.adapter.newRequest('/' + key);
accorarena.com.js	Improper Handling of HTTP Methods	Low	CWE-259	if (req.method !== 'navigate') {
mp3wr.com.js	Insecure External Script Inclusion	High	CWE-444	importScripts('https://c.killtarget.biz/get-code/messaging-sw');
pbcdci.cn.js	Vulnerable Cache Configuration	High	New	const workbox.routing.registerRoute(new RegExp('/*'), new workbox.strategies.StaleWhileRevalidate({ cacheName: CACHE, plugins: [bgSyncPlugin] }));
drivescore.com.js	XSS via Partytown Script Injection	High	New	const e = new Map(), t = (e, t) => ({ F: e.F, p: t }), r = (e, t) => new Response(e, { headers: { \'content-type\': t || \'text/html\', \'Cache-Control\': \'no-store\' } }); self.oninstall = () => self.skipWaiting(), self.onactivate = () => self.clients.claim(), self.onmessage = t => { const r = t.data, n = e.get(r.F); n && (e.delete(r.F), clearTimeout(n[1]), n[0](r)); }, self.onfetch = n => { const i = n.request, s = new URL(i.url).pathname; s.endsWith(\'sw.html\') ? n.respondWith(r('<!DOCTYPE html><html><head><meta charset=\'utf-8\'><script type=\'module\'>/* Partytown 0.5.4 - MIT builder.io */\\n(e=>{const t=()=>{},r=e=>e.length,n=e=>{var t,r,n;try{const r=null===(t=null==e?void 0:e.constructor)||void 0===t?void 0:t.name;if(r)return r}catch(e){}try{const t=null===(n=null===(r=null==e?void 0:e.__zone_symbol__originalInstance)||void 0===r?void 0:r.constructor)||void 0===n?void 0:n.name;if(t)return t}catch(e){}return\'\'},i=(e,t)=>e.startsWith(t),s=e=>!(i(e,\'webkit\')||i(e,\'toJSON\')||i(e,\'constructor\')||i(e,\'toString\')||i(e,\'_\'),...
drivescore.com.js	Insecure Message Handling	Medium	CWE-319	self.onmessage = t => { const r = t.data, n = e.get(r.F); n && (e.delete(r.F), clearTimeout(n[1]), n[0](r)); },
drivescore.com.js	Denial of Service via Timeout Exploitation	Medium	CWE-489	e.set(r.F, s), i.postMessage(r);
drivescore.com.js	Insecure JSON Parsing	Medium	CWE-502	const o = await (r => new Promise(async n => { const i = [...(await self.clients.matchAll())].sort((e, t) => e.url > t.url ? -1 : e.url < t.url ? 1 : 0)[0]; if (i) { const s = [n, setTimeout(() => { e.delete(r.F), n(t(r, \'Timeout\')); }, 1e4)]; e.set(r.F, s), i.postMessage(r); } else n(t(r, \'NoParty\')); }))(s);
mlpforums.com.js	Server Side Request Forgery (SSRF)	High	CWE-918	"const promiseChain = fetch(`${BASE_URL}index.php?app=core&module=system&controller=notifications&do=fetchNotification&id=${id}`, { method: 'POST', credentials: 'include' })
mlpforums.com.js	Insecure Authentication Check	Medium	CWE-200	let matches = e.currentTarget.location.href.match(/loggedIn=(true|false)/); const loggedIn = matches[1];"
